Date,Loc_ID,Lat_Dec,Long_Dec,Nitrate
5/24/2021,GW-24,44.4561,-123.2264,2.98
5/20/2020,GW-24,44.4561,-123.2264,2.88
6/5/2019,GW-24,44.4561,-123.2264,1.95
6/6/2018,GW-24,44.4561,-123.2264,3.91
5/16/2017,GW-24,44.4561,-123.2264,4.8
5/18/2016,GW-24,44.4561,-123.2264,6.4
5/5/2015,GW-24,44.4561,-123.2264,4.27
5/14/2014,GW-24,44.4561,-123.2264,3.97
5/15/2013,GW-24,44.4561,-123.2264,3.68
5/23/2012,GW-24,44.4561,-123.2264,3.85
5/24/2011,GW-24,44.4561,-123.2264,3.54
5/26/2010,GW-24,44.4561,-123.2264,4.34
5/21/2009,GW-24,44.4561,-123.2264,5.16
5/29/2008,GW-24,44.4561,-123.2264,4.96
5/31/2007,GW-24,44.4561,-123.2264,5.32
8/24/2006,GW-24,44.4561,-123.2264,5.92
5/8/2024,GW-3,44.2807,-123.2438,31.6
6/1/2023,GW-3,44.2807,-123.2438,33.5
8/15/2022,GW-3,44.2807,-123.2438,36
5/24/2021,GW-3,44.2807,-123.2438,32
5/20/2020,GW-3,44.2807,-123.2438,24.2
6/5/2019,GW-3,44.2807,-123.2438,16.5
6/6/2018,GW-3,44.2807,-123.2438,16.2
5/16/2017,GW-3,44.2807,-123.2438,19.8
5/18/2016,GW-3,44.2807,-123.2438,22.7
5/5/2015,GW-3,44.2807,-123.2438,26.2
5/14/2014,GW-3,44.2807,-123.2438,26.2
5/15/2013,GW-3,44.2807,-123.2438,23.9
5/22/2012,GW-3,44.2807,-123.2438,20.6
5/25/2011,GW-3,44.2807,-123.2438,20.2
5/25/2010,GW-3,44.2807,-123.2438,23.6
5/20/2009,GW-3,44.2807,-123.2438,27.5
5/28/2008,GW-3,44.2807,-123.2438,20.5
5/30/2007,GW-3,44.2807,-123.2438,19.2
8/23/2006,GW-3,44.2807,-123.2438,22.1
5/8/2024,GW-4D,44.1968,-123.0919,9.41
6/1/2023,GW-4D,44.1968,-123.0919,8.72
6/14/2022,GW-4D,44.1968,-123.0919,8.5
5/24/2021,GW-4D,44.1968,-123.0919,8.18
5/20/2020,GW-4D,44.1968,-123.0919,8.07
6/5/2019,GW-4D,44.1968,-123.0919,8.3
6/6/2018,GW-4D,44.1968,-123.0919,8.74
5/16/2017,GW-4D,44.1968,-123.0919,9.76
2/17/2016,GW-4D,44.1968,-123.0919,7.11
5/5/2015,GW-4D,44.1968,-123.0919,7.28
5/14/2014,GW-4D,44.1968,-123.0919,7.03
5/15/2013,GW-4D,44.1968,-123.0919,6.88
5/22/2012,GW-4D,44.1968,-123.0919,7.26
5/23/2011,GW-4D,44.1968,-123.0919,6.96
5/24/2010,GW-4D,44.1968,-123.0919,6.7
5/18/2009,GW-4D,44.1968,-123.0919,5.91
5/28/2008,GW-4D,44.1968,-123.0919,6.08
5/30/2007,GW-4D,44.1968,-123.0919,5.68
8/22/2006,GW-4D,44.1968,-123.0919,4.66
5/8/2024,GW-4S,44.1967,-123.092,2.87
6/14/2022,GW-4S,44.1967,-123.092,3.09
5/24/2021,GW-4S,44.1967,-123.092,3.46
5/20/2020,GW-4S,44.1967,-123.092,3.93
6/5/2019,GW-4S,44.1967,-123.092,3.13
6/6/2018,GW-4S,44.1967,-123.092,4.63
5/16/2017,GW-4S,44.1967,-123.092,4.71
2/17/2016,GW-4S,44.1967,-123.092,5.49
5/5/2015,GW-4S,44.1967,-123.092,5.46
8/5/2014,GW-4S,44.1967,-123.092,6.62
5/15/2013,GW-4S,44.1967,-123.092,10.2
5/22/2012,GW-4S,44.1967,-123.092,6.06
5/24/2011,GW-4S,44.1967,-123.092,5.2
5/25/2010,GW-4S,44.1967,-123.092,5.1
5/19/2009,GW-4S,44.1967,-123.092,4.38
5/28/2008,GW-4S,44.1967,-123.092,4.39
8/28/2007,GW-4S,44.1967,-123.092,2.5
5/8/2024,GW-5,44.1913,-123.1612,9.14
6/1/2023,GW-5,44.1913,-123.1612,9.36
6/14/2022,GW-5,44.1913,-123.1612,8.99
5/24/2021,GW-5,44.1913,-123.1612,5
5/20/2020,GW-5,44.1913,-123.1612,5.43
6/5/2019,GW-5,44.1913,-123.1612,10.3
6/6/2018,GW-5,44.1913,-123.1612,4.62
5/16/2017,GW-5,44.1913,-123.1612,12.2
2/17/2016,GW-5,44.1913,-123.1612,6.72
5/5/2015,GW-5,44.1913,-123.1612,5.55
5/14/2014,GW-5,44.1913,-123.1612,8.67
5/15/2013,GW-5,44.1913,-123.1612,3.02
5/22/2012,GW-5,44.1913,-123.1612,7.68
5/25/2011,GW-5,44.1913,-123.1612,9.32
5/25/2010,GW-5,44.1913,-123.1612,7.11
5/20/2009,GW-5,44.1913,-123.1612,4.39
5/28/2008,GW-5,44.1913,-123.1612,6.24
5/30/2007,GW-5,44.1913,-123.1612,5.17
8/23/2006,GW-5,44.1913,-123.1612,0.93
5/8/2024,GW-7,44.2518,-123.2501,5.04
6/1/2023,GW-7,44.2518,-123.2501,5.06
6/14/2022,GW-7,44.2518,-123.2501,4.98
5/24/2021,GW-7,44.2518,-123.2501,4.95
5/20/2020,GW-7,44.2518,-123.2501,5.53
6/5/2019,GW-7,44.2518,-123.2501,5.14
6/6/2018,GW-7,44.2518,-123.2501,4.62
5/16/2017,GW-7,44.2518,-123.2501,2.76
5/18/2016,GW-7,44.2518,-123.2501,2.05
5/5/2015,GW-7,44.2518,-123.2501,1.89
5/14/2014,GW-7,44.2518,-123.2501,1.64
5/15/2013,GW-7,44.2518,-123.2501,1.74
5/22/2012,GW-7,44.2518,-123.2501,1.51
5/25/2011,GW-7,44.2518,-123.2501,1.4
5/25/2010,GW-7,44.2518,-123.2501,1.24
5/20/2009,GW-7,44.2518,-123.2501,1.14
5/28/2008,GW-7,44.2518,-123.2501,1.19
5/30/2007,GW-7,44.2518,-123.2501,1.33
8/22/2006,GW-7,44.2518,-123.2501,1.16
5/8/2024,GW-8R,44.2146,-123.0658,0.364
6/1/2023,GW-8R,44.2146,-123.0658,0.435
6/14/2022,GW-8R,44.2146,-123.0658,0.68
5/24/2021,GW-8R,44.2146,-123.0658,0.61
5/20/2020,GW-8R,44.2146,-123.0658,0.52
6/5/2019,GW-8R,44.2146,-123.0658,0.93
11/28/2018,GW-8R,44.2146,-123.0658,0.04
5/16/2017,GW-8R,44.2146,-123.065,1.39
5/18/2016,GW-8R,44.2146,-123.065,1.32
5/5/2015,GW-8R,44.2146,-123.065,1.16
5/15/2013,GW-8R,44.2146,-123.065,1.48
5/21/2012,GW-8R,44.2146,-123.065,1.18
5/23/2011,GW-8R,44.2146,-123.065,1.08
5/24/2010,GW-8R,44.2146,-123.065,1.13
5/19/2009,GW-8R,44.2146,-123.065,1.11
5/28/2008,GW-8R,44.2146,-123.065,0.99
5/29/2007,GW-8R,44.2146,-123.065,1.01
8/22/2006,GW-8R,44.2146,-123.065,0.93
5/8/2024,GW-9,44.2178,-123.1104,5.11
6/1/2023,GW-9,44.2178,-123.1104,5.25
6/14/2022,GW-9,44.2178,-123.1104,5.64
5/24/2021,GW-9,44.2178,-123.1104,5.8
5/20/2020,GW-9,44.2178,-123.1104,6.14
6/5/2019,GW-9,44.2178,-123.1104,6.22
6/6/2018,GW-9,44.2178,-123.1104,7.37
5/16/2017,GW-9,44.2178,-123.1104,7.76
5/18/2016,GW-9,44.2178,-123.1104,7.23
5/5/2015,GW-9,44.2178,-123.1104,7.87
5/14/2014,GW-9,44.2178,-123.1104,7.79
5/15/2013,GW-9,44.2178,-123.1104,8.55
5/21/2012,GW-9,44.2178,-123.1104,9.23
5/23/2011,GW-9,44.2178,-123.1104,9.38
5/24/2010,GW-9,44.2178,-123.1104,9.16
5/19/2009,GW-9,44.2178,-123.1104,8.97
5/28/2008,GW-9,44.2178,-123.1104,8.79
5/29/2007,GW-9,44.2178,-123.1104,9.06
8/23/2006,GW-9,44.2178,-123.1104,4.68
